state,city,house_price_per_sqft,number_of_BHKs,school_name,school_email,school_phone_number,college_name,college_email,college_phone_number,weather,temperature,humidity,air_quality,estimated_cost_of_living
Delhi,Delhi,5171.166667,3,"['National Public School - East Delhi', 'Bhartiya Vidya Bhavan', 'Greenway School', 'Shri Ram School', 'Kaizen Montessori School', 'Step by Step School', 'Deens Academy', 'Vir Bharat Public School', 'Ape",info@example.com,9000000000,"['Bhartiya Vidya Bhavan', 'Chandralayam College of Education', 'Chandralayam College of Education', 'Hindu College', 'Indraprastha College for Women', 'Jesus and Mary College', 'Kirori Mal College', '",,,Thunderstorm,24,100,30,3966
Delhi,Delhi,6.62,3,"['Kendriya Vidyalaya IIT Delhi', 'Kendriya Vidyalaya Indian Oil', 'Kendriya Vidyalaya IIT Delhi', 'Kendriya Vidyalaya IIT Delhi', 'Kendriya Vidyalaya IIT Delhi',",admissions@example.com,0,"['Jamia Millia Islamia', 'Indian Institute of Technology Delhi', 'Indira Gandhi National Open University', 'Jamia Millia Islamia', 'Indian Institute of Technology Delhi']",,,Haze,31,36,101,493
Delhi,Delhi,2900,2,"['Anand Vidya Mandir', 'Apeejay School', 'Army Public School', 'Asaf Ali Government School', 'Birla Vidya Mandir', 'Delhi Public School', 'DPS INTERNATIONAL', 'DPS International', 'DPS International', '",admission@example.com,0,"['Acharya Narendra Dev College', 'Apeejay Institute of Design', 'Apollo College of Physiotherapy', 'Apollo College of Technology', 'Apollo Institute of Paramedical Sciences', 'Bhagwandas Dass College', 'Birla",,,Clear,30.6,23,50,1023
Delhi,Delhi,3436,2,"['DPS International School', 'Delhi Public School', 'Delhi Public School']",contact@example.com,0,"['Indira Gandhi National Open University', 'University of Delhi']",,,"Sky is clear, the weather is clear.",14.7,51,114,1687
Delhi,Delhi,8032,2,"['Manav Rachna International School', 'The Shri Ram School, Aravali', 'The Shri Ram School, Moulsari', 'Lotus Valley International School', 'The Shri Ram School', 'Amity International School', 'Sardar Patel Vidyalaya',",info@example.com,1000000000,"['Department of Management Studies, IIT Delhi', 'Department of Business Economics, IIT Delhi', 'Management Development Programme, IIT Delhi', 'IIT Delhi - University of Pennsylvania (UPENN) Executive MBA', 'National Institute of Industrial Engineering (NITIE)']",,,clear sky,28.1,39,41,2593
Delhi,Delhi,1172.895,3,"['Bal Bharati Public School',",admissions@example.com,1000000000,"['The Asian School of Business', 'Fortis Institute of Management and Research', 'Apeejay School of Management', 'Delhi Management Association']",,,Rain and thunderstorm,25.4,66,65,2916.549
Delhi,Delhi,7.7,3,"['Bal Bharti Public School', 'Panchsheel Model School', 'Railways School', 'Sarvodaya Bal Vidya Mandir', 'Government Model School', 'Government Model School', 'Delhi Public School', 'Government Model School', 'Govern",schools.delhi@example.com,8000000000,"['Delhi University', 'Shri Ram College of Commerce', 'College of Vocational Studies', 'Indraprastha College for Women', 'Miranda House', 'Hansraj College', 'Gargi College', 'Lady Shri Ram College for Women', 'Sri Aurobind",,,Fair,14.4,29,106,9196.4
Delhi,Delhi,122,3,"['Delhi Public School, R.K. Puram', 'Nehru World School', 'Boston International School', 'The Shri Ram School, Moulsari', 'Delhi Public School, Vasant Kunj', 'Vasant Valley School', 'Apeejay School, She",admissions@example.com,1000000000,"['Shri Ram College of Commerce', 'Miranda House', 'Lady Shri Ram College for Women', 'Sri Vidya College', 'Hansraj College', 'St. Stephen\'s College', 'Sri Venkateswara College', 'Kamala Nehru College',",,,Cloudy,12.25,62,12,992
Delhi,Delhi,1763,2,"['Delhi Public School, Chanakyapuri', 'St. Thomas School', 'Vasant Valley School', 'St. Columba's School', 'Sardar Patel Vidyalaya', 'Doon School (Delhi Campus)', 'Step By Step School', 'Hindu",info@example.com,1000000000,"['Delhi University', 'Jamia Millia Islamia', 'Jawaharlal Nehru University', 'Indira Gandhi National Open University', 'Indraprastha Institute of Information Technology', 'University of Delhi', 'Guru Gobind Singh Indraprastha University', '",,,Clear,23.9,82,21,7866
Delhi,Delhi,3992.5,2,"['Ahlcon International School', 'Apeejay School', 'Birla Public School', 'Buddha International School', 'DPS RK Puram', 'Ecole Mondiale World School', 'G D Goenka Public School', 'Holy Child Auxilium School', '",schools@example.com,9000000000,"['Bangalore University', 'Banaras Hindu University', 'Bharati Vidyapeeth University', 'Delhi University', 'Indian Institute of Technology Delhi', 'Indian Institute of Technology Kanpur', 'Indian Institute of Technology Kharagpur', 'Indian Institute of Technology",,,Rain,24,60,127,2100
Delhi,Delhi,7.13,2,"[{'school_name': 'School Name', 'school_address': 'School Address', 'school_city': 'City', 'school_state': 'State', 'school_zip': 'Zip', 'school_phone': 'Phone', 'school_email': 'Email', 'school",school@example.com,2000000000,"[{'college_name': 'College Name', 'college_address': 'College Address', 'college_city': 'City', 'college_state': 'State', 'college_zip': 'Zip', 'college_phone': 'Phone', 'college_",,,Few clouds,27.92,56,86,6.3
Delhi,Delhi,1.86,2,"['Bal Bharati Public School Delhi Public School Matiala'], ['Delhi Public School Matiala'], ['Bal Bharati Public School Delhi Public School Matiala'], ['Bal Bharati Public School Delhi Public School Matiala'], ['Bal Bharati Public School Delhi Public School Matiala",contactus@example.com,0,['Delhi University'],,,Partly cloudy,26.4,33,45,4350
Delhi,Delhi,132,2,"['DPS International School', 'Sanskriti School', 'Mount Carmel School', 'The Mother\'s International School', 'Army Public School', 'Euro School', 'The Shri Ram School', 'Sarvodaya Vidyalaya', 'Sarvottam Public School',",admission@example.com,0,"['National Institute of Fashion Technology', 'Indian Institute of Technology', 'Faculty of Management Studies', 'University Institute of Engineering and Technology', 'SRCC', 'Indian Institute of Technology', 'Jawaharlal Nehru University', 'Indian Institute of Technology', 'Delhi Institute",,,sunny,32.99,48,100,89
Delhi,Delhi,1837,3,"['St Mary's Academy', 'Sardar Bhagat Singh School', 'Guru Nanak Public School', 'Delhi Public School Gurugram', 'Amity International School', 'Gyan Bharati Public School', 'Nova Pioneer Delhi', 'Step by Step School",info@example.com,9000000000,"['Apeejay Institute of Management', 'Amity International Business School', 'Institute of Management Technology', 'Institute of Management Technology', 'Sri Venkateswara College', 'Shri Ram College of Commerce', 'Indian Institute of Management', 'IILM Undergraduate School of Business",,,clear sky,26,15.3,99,3672
Delhi,Delhi,12400000,4,"['Arunodaya Global School', 'Amity International School', 'Amity International School', 'Amity International School', 'Amity International School', 'Amity International School', 'Amity International School', 'Amity International School', 'Amity International School', 'Amity International School', 'Am",admission@example.com,9000000000,"['JSS Academy of Technical Education Delhi', 'JSS Academy of Technical Education Delhi', 'JSS Academy of Technical Education Delhi', 'JSS Academy of Technical Education Delhi', 'JSS Academy of Technical Education Delhi', 'JSS Academy of Technical Education Delhi']",,,Cloudy,24.8,53,51,8000
Delhi,Delhi,1372,4,"['D.A.V. Public School', 'Hindu Public School', 'Kalkaji Public School', 'The Shri Ram school', 'St. Mary's Convent School']",admissions@example.com,0,"['Indira Gandhi National Open University', 'Delhi University', 'Guru Gobind Singh Indraprastha University', 'North Cap University', 'Ansal University']",,,Clear,4.9,30,24,3088
Delhi,Delhi,12290,3,"['Ahlcon International School', 'All Saints\' Cathedral School', 'Anand Niketan Public School', 'Annandale Girls School', 'Atma Ram Sanatan Dharma College', 'Atma Ram Sanatan Dharma College, New Delhi', 'Atma Ram Sanatan D",admissions@example.com,0,"['Atma Ram Sanatan Dharma College, New Delhi', 'Atma Ram Sanatan Dharma College']",,,Cloudy,22.3,75,105,3073
Delhi,Delhi,3163,3,"['Government Senior Secondary School, Gautam Nagar',",info@example.com,0,"['Indira Gandhi Institute of Technology',",,,Cloudy,22.5,30,118,2350
Delhi,Delhi,11300,3,"['DPS International School', 'The Shri Ram School', 'Pathways World School', 'Delhi Public School', 'The Mother\'s International School', 'Lotus Valley International School', 'Step By Step School', 'Bangladesh International School', 'The Heritage School', 'The British School",admissions@example.com,0,"['Amity University', 'Guru Gobind Singh Indraprastha University', 'Jamia Hamdard', 'Indian Institute of Technology', 'Guru Gobind Singh Indraprastha University', 'Indira Gandhi Delhi Technical University for Women', 'Amity University', 'Del",,,Clear,26,41,112,6013
Delhi,Delhi,3.93,1,"[{'School': 'DLK RED BRICK SCHOOL', 'School_Type': 'Private'}, {'School': 'SARASWATI VIDYA MANDIR', 'School_Type': 'Private'}, {'School': 'G.D. GO",contact@example.com,1000000000,"[{'College': 'AMITY UNIVERSITY', 'College_Type': 'Private'}, {'College': 'AMITY UNIVERSITY', 'College_Type': 'Private'}, {'College': 'AMITY UNIVERSITY', 'College_Type': 'Private'},",,,Partly cloudy,24.6,49,90,2.7
Delhi,Delhi,5022.166667,3,"['Sardar Patel Vidyalaya', 'Sardar Patel Vidyalaya', 'Sardar Patel Vidyalaya', 'Sardar Patel Vidyalaya', 'Sardar Patel Vidyalaya', 'Sardar Patel Vidyal",mailto@example.com,0,"['Amity Law School', 'GGSIPU', 'Delhi School of Economics', 'Guru Gobind Singh Indraprastha University', 'Delhi School of Economics', 'Amity Law School', 'Amity Law School', 'Amity Law School', 'Amity Law School",,,Haze,29,29,36,60.9
Delhi,Delhi,9210,3,"['Lakshaya School', 'Fortis School']",contactus@example.com,0,"['Krishna Institute of Engineering and Technology', 'Atulya College of Technology', 'College of Engineering and Technology', 'Indian Institute of Technology Delhi', 'Indian Institute of Technology Delhi', 'Dr. B.R. Ambedkar Institute of Hotel Management', 'North Delhi Institute of",,,Light rain and overcast,20,89,45,49665
Delhi,Delhi,4930,3,"['DPS International School', 'Ramjas School', 'Delhi Public School', 'Sanskriti School', 'Gyan Bharati Modern School', 'Ryan International School', 'Lotus Valley International School', 'St. Thomas School', 'DPS World School', 'DPS V",admissions@example.com,8000000000,"['Maitreyi College', 'Indira Gandhi Institute of Technology', 'Gargi College', 'Hindu College', 'Janki Devi Memorial College', 'Delhi University', 'Maharaja Agrasen College', 'Kamala Nehru College', 'Sri",,,Mostly clear,22,14,11,207
Delhi,Delhi,1.77,4,"['Lotus Valley International School', 'R.K. Puram Senior Secondary School', 'Kulachi Hansraj Model School', 'Delhi Public School', 'Mother's International School', 'Apeejay School', 'Fortune Public School', 'Bhavan Vidyal",contact@example.com,0,"['Indraprastha University', 'Delhi University', 'Guru Gobind Singh Indraprastha University', 'Jamia Millia Islamia', 'Hansraj College', 'University College of Medical Sciences', 'Guru Nanak Dev University', 'College of Vocational",,,Clear,28.25,60,120,343
Delhi,Delhi,60.97,3,"['Gandhi Vidyalaya Senior Secondary School', 'City Montessori School, Gomti Nagar', 'City Montessori School Mahanagar', 'City Montessori School Paschim Vihar', 'City Montessori School Indirapuram', 'City",contact@example.com,8000000000,"['Netaji Subhas Institute of Technology (NSIT)', 'Indian Institute of Technology Delhi (IITD)', 'Indian Institute of Technology Delhi (IITD)', 'Indian Institute of Technology Delhi (IITD) - School of Management', 'Indian Institute of Technology Delhi (IIT",,,Cloudy,21,59,115,162
Delhi,Delhi,20.66,4,"['Bharatiya Vidya Bhavan Public School', 'DPS', 'Sarvodaya Kanya Vidyalaya', 'Sarvodaya Co-educational School', 'Delhi Public School']",info@example.com,9000000000,"['Hansraj College', 'St. Stephen's College', 'Lady Shri Ram College', 'Sri Venkateswara College', 'Hindu College', 'SRCC', 'Miranda House', 'Gargi College', 'Sri Aurobindo College', 'M",,,Cloudy,20,37,101,6352
Goa,Panaji,1,3 BHK,Sunrise School Panchkula,info@school.edu,8438000000,Chandigarh College of Engineering & Technology,ccetcollege@college.edu,1723000000,Sunny,27.5,74,118,43600
Goa,Panaji,119,3 BHK,D.A.V. PUBLIC SCHOOL,davpune@school.edu,8452000000,DBMAP,dbmap@college.edu,8553000000,Sunny,25.9,51,102,24587
Goa,Panaji,122.77,3 BHK,Garden High School,gardenhighschool@school.edu,8012000000,Garden College of Management,gardencollegeofmanagement@college.edu,8012000000,Sunny,33.17,25,56,13866
Goa,Panaji,6.03,1 BHK,Bardez High School,bardezhighschool@school.edu,9768000000,Goa College of Pharmacy,gcp@college.edu,8322000000,Rainy,21.3,81,47,13693
Goa,Panaji,11.75,2 BHK,Carmel High School,info@school.edu,9922000000,Goa Multimedia Institute,info@college.edu,9422000000,Sunny,32.68,80,67,117.5
Goa,Panaji,1593.99,2 BHK,Shri Chhatrapati Shivaji Maharaj Vidyalaya,admin@school.edu,9960000000,Patkar College,info@college.edu,9960000000,Cloudy,33.2,50,116,18000
Goa,Panaji,111.35,1 BHK,ST.JOSEPHS HIGH SCHOOL,dcas@school.edu,4222000000,SATHYABAMA UNIVERSITY,info@college.edu,4422000000,Sunny,34.5,79,86,41137
Goa,Panjim,241,2 BHK,D.A.V PUBLIC SCHOOL,info@school.edu,8393000000,D.A.V COLLEGE,principal.dav@college.edu,8297000000,Sunny,27.2,47,44,33130
Goa,Panaji,115,3 BHK,Vidya Sagar School,info@school.edu,9278000000,Rajendra Prasad College,rajcol@college.edu,9278000000,Stormy,27.78,59,165,22500
Goa,Panaji,1150,2 BHK,Siddhartha School,siddharthaschool10@school.edu,7721000000,Siddhartha College of Engineering,siddhartha@college.edu,7721000000,Sunny,26,37.6,100,14720
Goa,Panaji,225,3 BHK,Vidya Niketan,info@school.edu,9869000000,St. Xavier's College,stxavierscollege@college.edu,9869000000,Rainy,23.8,38,85,4763
Gujarat,Vadodara,3063,2,"[{'Address': 'Raopura, Vadodara 390020, Gujarat, India', 'Name': 'P.B.P.R. School'}, {'Address': 'Shastri Nagar, Vadodara 390020,",[{'Addre@gmail.com,9875642463,"[{'Address': 'Shastri Nagar, Vadodara 390020, Gujarat, India', 'Name': 'K.C. College'}, {'Address': '', 'Name': 'Kamala Nehru College of Education', 'Type': 'College'},",[{'Address@gmail.com,7890123475,Clear,34.25,54,124,2874
Gujarat,Ahmedabad,17.5,2,Shree Nilkanth High School,Shree Ni@gmail.com,9875642469,Ahmedabad Management Association's College of Commerce,Ahmedabad @gmail.com,9123456783,Broken Clouds,25.4,51,40,3.5
Gujarat,Rajkot,49.25,3,Aryan International School,Aryan In@gmail.com,8564312344,Aryan International School,Aryan Inte@gmail.com,9778632526,Clear,18.3,43,45,1932
Gujarat,Bhavnagar,2300,2,"H.H. Patel Kanya Vidyalaya, Sector 1, Bhavnagar, Gujarat, India, 364001",H.H. Pat@gmail.com,7690000135,Baroda Mahila Vidyalaya,Baroda Mah@gmail.com,8467122751,Sunny,32.4,15,94,3996
Gujarat,Ahmedabad,120,4 BHK,Seth Anandram Jaipuria School,school@school.edu,2767000000,Birla Vishvakarma Mahavidyalaya,college@college.edu,2767000000,Sunny,29.4,56,68,31677
Gujarat,Ahmedabad,337,3 BHK,"DPS International, Kalkaji",dpskalkaji@school.edu,7222000000,"DPS International, Kalkaji",dpskalkaji@college.edu,7222000000,Cloudy,16.027,49,178,8108
Gujarat,Ahmedabad,2063.59,4 BHK,B.D.P. High School,bdp.high.school@school.edu,8093000000,Girls High School,girls.high.school@college.edu,8093000000,Stormy,25.5,63,27,38023
Gujarat,Bhavnagar,4920,2,Smt. D. N. High School & Junior College,Smt. D. @gmail.com,9875642498,Govt. S. K. Mehta College of Arts and Commerce,Govt. S. K@gmail.com,8467122725,Sunny,37.7,53,101,1421
Gujarat,Porbandar,780000,2,"D.A.V. Public School, Contact: 02862-240316",D.A.V. P@gmail.com,9875642501,Gujarat Secondary Education Board,Gujarat Se@gmail.com,8467122728,Clouds,22,9,93,594
Gujarat,Ahmedabad,112.75,4 BHK,St. John's Higher Secondary School,stjohns.punjab@school.edu,8097000000,I. J. P. Public School,ijp.publicschool@college.edu,8097000000,Sunny,32,30,68,30800
Gujarat,Ahmedabad,63.86,2 BHK,"Shree Swaminarayan Gurukul International School, Ahmedabad, Gujarat 380015",info@school.edu,7925000000,"Shree Swaminarayan Gurukul International School, Ahmedabad, Gujarat 380015",info@college.edu,7925000000,Rainy,26.8,44,45,36982
Gujarat,Ahmedabad,126.35,2 BHK,N.R.S.S. Sr. Sec. High School,nrsshsschool@school.edu,9868000000,Panjab University,info@college.edu,9868000000,Sunny,32.6,24,47,6680
Gujarat,Jamnagar,36,3,St. Joseph's Convent School,St. Jose@gmail.com,7849672107,K.S. School of Engineering & Technology,K.S. Schoo@gmail.com,9778632516,Clear,25,57,100,1312
Gujarat,Ahmedabad,257.89,3 BHK,Bishop Cotton Boys' School,bishopcottonschool@school.edu,4429000000,Loyola College,loyolacollege@college.edu,4428000000,Sunny,30.9,61,114,45000
Gujarat,Ahmedabad,16.2,2 BHK,Government Model High School,principal@school.edu,8988000000,Krishna College,principal@college.edu,9428000000,Sunny,23.74,17,65,7091
Gujarat,Surat,1.8,4 BHK,"DPS, RK Puram",dpsrkpuram.principal@school.edu,4223000000,St. Joseph's College of Arts and Science,principal@college.edu,4489000000,Cloudy,29.8,68,82,13470
Gujarat,Ahmedabad,90,3 BHK,Kendriya Vidyalaya,principal@school.edu,8435000000,Punjabi University,principal@college.edu,8364000000,Cloudy,33,67,77,18050
Gujarat,Ahmedabad,194.92,3 BHK,Vinay International School,silvina.vinay@school.edu,1244000000,S.E.M.C. Institute of Technology (IT),principal@college.edu,2039000000,Cloudy,26.63,90,91,10553
Gujarat,Surat,10.73,2 BHK,Rama International School,ramainternational@school.edu,7926000000,Maharaja Sayajirao University of Baroda,registrar@college.edu,7924000000,Cloudy,24.5,64,89,46100
Gujarat,Bhuj,10,3,Bhuj International School,Bhuj Int@gmail.com,9875642471,Shri A. K. Patel College of Pharmacy Bhuj,Shri A. K.@gmail.com,9123456785,Clouds,24.7,35,150,258.12
Gujarat,Ahmedabad,4.2,2 BHK,Nirmal international school,nirmal.intschool@school.edu,1123000000,Shri Ram College of Commerce,shriramcollege@college.edu,1123000000,Rainy,21,96,25,68000
Gujarat,Ahmedabad,107.67,2 BHK,Shri Shree Swaminarayan Gurukul,sssgmail@school.edu,9688000000,Sardar Patel University,spu@college.edu,7993000000,Cloudy,33.3,51,24,13065
Gujarat,Porbandar,28.76,2,"Rajmohan Vidyalaya D.A.V. School, Rajmohan Vidyalaya D.A.V. School, S, New Colony, Porbandar, Gujarat 360561",Rajmohan@gmail.com,9875642477,"T.T.B Patel Arts, Commerce and Science College, M.G.Road, Porbandar, Gujarat 360561",T.T.B Pate@gmail.com,9123456791,Partly Cloudy,23.9,23,125,1089
Gujarat,Surat,3975,2,"Apeejay School Surat, Near Sarthana Circle, Sarthana, Surat 395007, Gujarat, India, Phone: 0261-2275717",Apeejay @gmail.com,9875642472,"Vidya Bharti School Surat, 602, Nidhi 1, R.C. Road, Surat 395001, Gujarat, India, Phone: 091-9974207788",Vidya Bhar@gmail.com,9123456786,Clouds,27.9,64,65,1636
Haryana,Gurgaon,601,3 BHK,St.Thomas Anglo Indian Higher Secondary School,staid@school.edu,4024000000,Bhavan's Vivekananda College,bvivekanandacollege@college.edu,4024000000,Sunny,35.88,47,101,56318
Haryana,Gurugram,2783.35,2 BHK,Shri Ram Global School,info@school.edu,9900000000,Arya College of Engineering and IT,careers@college.edu,9006000000,Rainy,20.6,89,117,15373
